"id","accession number","title","who","image"
266884,"1993.126","Large Shrine Figure in the Happy Valley, Gwalior, India","Unknown","http://images.metmuseum.org/CRDImages/ph/original/DT7017.jpg"
266902,"1993.233","Gioacchino Rossini","Nadar","http://images.metmuseum.org/CRDImages/ph/original/DT7047.jpg"
266947,"1993.43.1–.273","[Television Broadcasts]","Unknown, American","http://images.metmuseum.org/CRDImages/ph/original/DP71122.jpg"
267168,"1995.170.1","Prince Lobkowitz","André-Adolphe-Eugène Disdéri","http://images.metmuseum.org/CRDImages/ph/original/DP250928.jpg"
267209,"1995.266.2","After Walker Evans: 2","Sherrie Levine","http://images.metmuseum.org/CRDImages/ph/original/DP157021.jpg"
267220,"1995.267.1","After Walker Evans: 2","Sherrie Levine","http://images.metmuseum.org/CRDImages/ph/original/DP156443.jpg"
267230,"1995.3","Caroline Robert","Louis-Rémy Robert","http://images.metmuseum.org/CRDImages/ph/original/DP109590.jpg"
267300,"1995.580.1","[Self-Portrait in India]","Adolf de Meyer","http://images.metmuseum.org/CRDImages/ph/original/DeMeyer1995.580.1.jpg"
267301,"1995.580.2","Franz Sitte","T. Lux Feininger","http://images.metmuseum.org/CRDImages/ph/original/MM86139.jpg"
267334,"1996.169","Lois Long","Richard Pousette-Dart","http://images.metmuseum.org/CRDImages/ph/original/DP278340.jpg"
267336,"1996.170","Amelia Earhart","Unknown, American","http://images.metmuseum.org/CRDImages/ph/original/DP71169.jpg"
267493,"33.43.1","Self-portrait","Edward J. Steichen","http://images.metmuseum.org/CRDImages/ph/original/DP232880.jpg"
267535,"33.43.137","Portrait Miss N.","Gertrude Käsebier","http://images.metmuseum.org/CRDImages/ph/original/MM58554.jpg"
267616,"33.43.21","Portraits—Evening","Edward J. Steichen","http://images.metmuseum.org/CRDImages/ph/original/DP232882.jpg"
267720,"33.43.306","Portrait of Mrs. H.","Clarence H. White","http://images.metmuseum.org/CRDImages/ph/original/PH155.jpg"
267781,"33.43.365","Portrait","F. Holland Day","http://images.metmuseum.org/CRDImages/ph/original/MM58775.jpg"
267799,"33.43.386","[Female Nude Standing in Doorway with Small Mirror in Hand]",["Alfred Stieglitz","Clarence H. White"],"http://images.metmuseum.org/CRDImages/ph/original/MM58793.jpg"
267873,"33.43.94","Portrait","Frank Eugene","http://images.metmuseum.org/CRDImages/ph/original/MM58471.jpg"
268309,"37.14.12","[Unidentified Boy in Dark Suit]",["Albert Sands Southworth","Southworth  Hawes","Josiah Johnson Hawes"],"http://images.metmuseum.org/CRDImages/ph/original/37.14.12.jpg"
268310,"37.14.13","[Unidentified Woman]",["Albert Sands Southworth","Southworth  Hawes","Josiah Johnson Hawes"],"http://images.metmuseum.org/CRDImages/ph/original/PH196.jpg"
268318,"37.14.20","Miss Hodges of Salem",["Albert Sands Southworth","Southworth  Hawes","Josiah Johnson Hawes"],"http://images.metmuseum.org/CRDImages/ph/original/PH204.jpg"
268334,"37.14.35","[Woman in Profile with Lace Collar and Shawl]",["Albert Sands Southworth","Southworth  Hawes","Josiah Johnson Hawes"],"http://images.metmuseum.org/CRDImages/ph/original/37.14.35.jpg"
268338,"37.14.39","[Boston Doctors]",["Albert Sands Southworth","Southworth  Hawes","Josiah Johnson Hawes"],"http://images.metmuseum.org/CRDImages/ph/original/37.14.39.jpg"
268341,"37.14.41","Lola Montez",["Albert Sands Southworth","Southworth  Hawes","Josiah Johnson Hawes"],"http://images.metmuseum.org/CRDImages/ph/original/37.14.41.jpg"
268344,"37.14.44","William Henry Harrison",["Albert Sands Southworth","Southworth  Hawes","Josiah Johnson Hawes","Albert Gallatin Hoit"],"http://images.metmuseum.org/CRDImages/ph/original/DT1670.jpg"
268346,"37.14.46","Jenny Lind and Her Husband, Otto Goldschmidt",["Albert Sands Southworth","Southworth  Hawes","Josiah Johnson Hawes"],"http://images.metmuseum.org/CRDImages/ph/original/MM86166.jpg"
268351,"37.14.50","Charles Sprague",["Albert Sands Southworth","Southworth  Hawes","Josiah Johnson Hawes","Charles Sprague"],"http://images.metmuseum.org/CRDImages/ph/original/PH231.jpg"
268353,"37.14.52","[Elderly Man; Full Face]",["Albert Sands Southworth","Southworth  Hawes","Josiah Johnson Hawes"],"http://images.metmuseum.org/CRDImages/ph/original/37.14.52.jpg"
268354,"37.14.53","[Girl with Portrait of George Washingtion]",["Albert Sands Southworth","Southworth  Hawes","Josiah Johnson Hawes"],"http://images.metmuseum.org/CRDImages/ph/original/37.14.53.jpg"
268361,"37.14.8","[Students from the Emerson School for Girls]",["Albert Sands Southworth","Southworth  Hawes"],"http://images.metmuseum.org/CRDImages/ph/original/PH241.jpg"
268719,"41.21.9","Charles Hay Cameron, Esq., in His Garden at Freshwater","Julia Margaret Cameron","http://images.metmuseum.org/CRDImages/ph/original/DP295213.jpg"
268935,"46.1.160","Fishermen Ashore",["David Octavius Hill","Hill  Adamson","Robert  Adamson"],"http://images.metmuseum.org/CRDImages/ph/original/PH9470.jpg"
268988,"46.1.45","Cecily Hamilton","Oscar Gustav Rejlander","http://images.metmuseum.org/CRDImages/ph/original/DP295241.jpg"
269146,"47.46.17","[Portrait of a Young Woman in Gingham Dress, Shawl]","Unknown, American","http://images.metmuseum.org/CRDImages/ph/original/Unk_47.46.17_recto.jpg"
269233,"48.83.18","[Group Portrait of Six People]","Franz Antoine","http://images.metmuseum.org/CRDImages/ph/original/DP111491.jpg"
269240,"48.83.24","[Group Portrait of the Antoine and Höusermann Families]","Franz Antoine","http://images.metmuseum.org/CRDImages/ph/original/DP111496.jpg"
269258,"48.83.40","[Portrait of Two Girls]","Franz Antoine","http://images.metmuseum.org/CRDImages/ph/original/DP111510.jpg"
269259,"48.83.41","[Portrait of a Seated Woman Surrounded by Five Girls, Seated and Standing]","Franz Antoine","http://images.metmuseum.org/CRDImages/ph/original/DP111511.jpg"
269266,"48.83.8","[Portrait of an Elderly Woman]","Franz Antoine","http://images.metmuseum.org/CRDImages/ph/original/DP111483.jpg"
269292,"49.55.171","Portrait","Frank Eugene","http://images.metmuseum.org/CRDImages/ph/original/MM58864.jpg"
269325,"49.55.202","Female Head","Joseph T. Keiley","http://images.metmuseum.org/CRDImages/ph/original/MM58897.jpg"
269417,"49.55.308","Family Portrait","Ansel Easton Adams","http://images.metmuseum.org/CRDImages/ph/original/MM58979.jpg"
269445,"49.55.38","Hodge Kirnon","Alfred Stieglitz","http://images.metmuseum.org/CRDImages/ph/original/DP223962.jpg"
269616,"52.605","[Carte-de-Visite Album of Famous American Personages]",["Albert Bierstadt","John Frederick Kensett","Edward Anthony","James Wallace Black","John Adams Whipple","Jeremiah Gurney","Abraham Lincoln","George Gardner Rockwood","Charles Bierstadt","Charles DeForest Fredricks","Edward Bierstadt","Horace Greeley","John P. Soule","Charles Taber","American Phototype Company","Richard A. Lewis","William Klauser"],"http://images.metmuseum.org/CRDImages/ph/original/MM76543.jpg"
270045,"58.577.23","Portrait - S.R.","Alfred Stieglitz","http://images.metmuseum.org/CRDImages/ph/original/MM69658.jpg"
270326,"60.710.2","Mrs. Alice Raphael","Aimé Dupont","http://images.metmuseum.org/CRDImages/ph/original/DP116730.jpg"
270334,"61.514.12","Professor Samuel F. B. Morse, LL.D.","Unknown, American","http://images.metmuseum.org/CRDImages/ph/original/DP149501.jpg"
270743,"62.684.52","[Man with Hand to Face]","Johan Hagemeyer","http://images.metmuseum.org/CRDImages/ph/original/DP72193.jpg"
270790,"62.684.95","[Man with Head Resting on Hands]","Johan Hagemeyer","http://images.metmuseum.org/CRDImages/ph/original/DP72217.jpg"
270849,"63.606.1.33","Study of a Head","Oscar Gustav Rejlander","http://images.metmuseum.org/CRDImages/ph/original/DP209255.jpg"
270956,"64.677.4","Charles Baudelaire",["Étienne Carjat","Goupil et Cie"],"http://images.metmuseum.org/CRDImages/ph/original/DP109640.jpg"
271100,"66.640.2.4","Portrait, Turkish Summer Costume","Francis Frith","http://images.metmuseum.org/CRDImages/ph/original/DP116344.jpg"
271522,"69.607.9","Beatrice","Julia Margaret Cameron","http://images.metmuseum.org/CRDImages/ph/original/DP295214.jpg"
271574,"1997.61.45","Georgia O'Keeffe","Alfred Stieglitz","http://images.metmuseum.org/CRDImages/ph/original/PH379A.jpg"
271601,"1997.61.35","Georgia O'Keeffe","Alfred Stieglitz","http://images.metmuseum.org/CRDImages/ph/original/PH374A.jpg"
271634,"1997.61.36","Georgia O'Keeffe","Alfred Stieglitz","http://images.metmuseum.org/CRDImages/ph/original/DP230868.jpg"
271723,"33.43.383","Portrait","Frank Eugene","http://images.metmuseum.org/CRDImages/ph/original/MM58790.jpg"
271747,"49.55.246","Alfred Stieglitz, Esquire. Photographer and Truthseeker","Frank Eugene","http://images.metmuseum.org/CRDImages/ph/original/MM58934.jpg"
271755,"33.43.91","Portrait","Frank Eugene","http://images.metmuseum.org/CRDImages/ph/original/MM58468.jpg"
271801,"1985.1027.8","[Male Portrait]","Thomas Eakins","http://images.metmuseum.org/CRDImages/ph/original/MM74873.jpg"
271811,"1985.1027.18","Self-Portrait","Thomas Eakins","http://images.metmuseum.org/CRDImages/ph/original/MM74883.jpg"
271859,"1979.547.5","[Female Model, Hand to Head]","Thomas Eakins","http://images.metmuseum.org/CRDImages/ph/original/MM90772_1979.547.5.jpg"
271881,"43.87.13","George W. Holmes","Thomas Eakins","http://images.metmuseum.org/CRDImages/ph/original/MM14558.jpg"
271905,"47.62.4","[Female portrait]","Thomas Eakins","http://images.metmuseum.org/CRDImages/ph/original/DP116698.jpg"
271960,"1996.532.2","[Portrait of a Woman]","Unknown, American","http://images.metmuseum.org/CRDImages/ph/original/MM89462.jpg"
271974,"1996.166.1","[Walker Evans Jr.'s Rugby Team Portrait]","Unknown, American","http://images.metmuseum.org/CRDImages/ph/original/DP68704.jpg"
271983,"1996.166.10","[Walker Evans, Facing Right with Joined Hands]","Unknown, American","http://images.metmuseum.org/CRDImages/ph/original/DP49299.jpg"
272000,"1996.166.27","[Self-portrait, Seated in Hanns Skolle's Apartment at 13 East 14th Street, New York City]","Walker Evans","http://images.metmuseum.org/CRDImages/ph/original/DP49312.jpg"
272005,"1996.166.32","[Self-portrait in Automated Photobooth]","Walker Evans","http://images.metmuseum.org/CRDImages/ph/original/DP49316.jpg"
272006,"1996.166.33","[Self-Portrait in Automated Photobooth]","Walker Evans","http://images.metmuseum.org/CRDImages/ph/original/DP230149.jpg"
272007,"1996.166.34","[Self-Portrait in Automated Photobooth]","Walker Evans","http://images.metmuseum.org/CRDImages/ph/original/DP49842.jpg"
272008,"1996.166.35","[Self-Portrait in Automated Photobooth]","Walker Evans","http://images.metmuseum.org/CRDImages/ph/original/DP49843.jpg"
272190,"1994.251.1002","[South Seas: Cressida Sailor Posing for Portrait with Two Men in Sarongs and a Woman on Shore]","Walker Evans","http://images.metmuseum.org/CRDImages/ph/original/PH3225.jpg"
272255,"1994.251.119","[Self-Portrait in Sunglasses Before Bookshelf, 48 Columbia Heights, Brooklyn, New York]","Walker Evans","http://images.metmuseum.org/CRDImages/ph/original/PH2654.jpg"
272587,"1994.251.418","[Hanns Skolle with Arms Raised Over Head, Shirtless]","Walker Evans","http://images.metmuseum.org/CRDImages/ph/original/PH2841.jpg"
273671,"1994.254.330","[Elmina Nettleton Soby]","Walker Evans","http://images.metmuseum.org/CRDImages/ph/original/PH6461.jpg"
273706,"1994.254.362","[Emily Workum and Her Children on Lawn, Bedford Village, New York]","Walker Evans","http://images.metmuseum.org/CRDImages/ph/original/PH6476.jpg"
273708,"1994.254.364","[Emily Workum and Her Children on Lawn, Bedford Village, New York]","Walker Evans","http://images.metmuseum.org/CRDImages/ph/original/PH6478.jpg"
273710,"1994.254.366","[Emily Workum and Her Children on Lawn, Bedford Village, New York]","Walker Evans","http://images.metmuseum.org/CRDImages/ph/original/PH6480.jpg"
273711,"1994.254.367","[Emily Workum and Her Children on Lawn, Bedford Village, New York]","Walker Evans","http://images.metmuseum.org/CRDImages/ph/original/PH6498.jpg"
273715,"1994.254.370","[Emily Workum and Her Children on Lawn, Bedford Village, New York]","Walker Evans","http://images.metmuseum.org/CRDImages/ph/original/PH6501.jpg"
273717,"1994.254.372","[Emily Workum and Her Children on Lawn, Bedford Village, New York]","Walker Evans","http://images.metmuseum.org/CRDImages/ph/original/PH6503.jpg"
273718,"1994.254.373","[Emily Workum, Bedford Village, New York]","Walker Evans","http://images.metmuseum.org/CRDImages/ph/original/PH6504.jpg"
273719,"1994.254.374","[Robert Workum, Bedford Village, New York]","Walker Evans","http://images.metmuseum.org/CRDImages/ph/original/PH6505.jpg"
273721,"1994.254.376","[Emily Workum and Her Son Robert, Bedford Village, New York]","Walker Evans","http://images.metmuseum.org/CRDImages/ph/original/PH6507.jpg"
273729,"1994.254.383","[Double Exposure: Robert and Lee Workum, Bedford Village, New York]","Walker Evans","http://images.metmuseum.org/CRDImages/ph/original/PH6514.jpg"
273739,"1994.254.392","[Lee Workum, Bedford Village, New York]","Walker Evans","http://images.metmuseum.org/CRDImages/ph/original/PH6523.jpg"
273740,"1994.254.393","[Lee Workum, Bedford Village, New York]","Walker Evans","http://images.metmuseum.org/CRDImages/ph/original/PH6524.jpg"
273741,"1994.254.394","[Lee Workum, Bedford Village, New York]","Walker Evans","http://images.metmuseum.org/CRDImages/ph/original/PH6525.jpg"
273742,"1994.254.395","[Lee Workum, Bedford Village, New York]","Walker Evans","http://images.metmuseum.org/CRDImages/ph/original/PH6526.jpg"
273743,"1994.254.396","[Lee Workum, Bedford Village, New York]","Walker Evans","http://images.metmuseum.org/CRDImages/ph/original/PH6527.jpg"
273770,"1994.254.42","[Samuel Barber, New York]","Walker Evans","http://images.metmuseum.org/CRDImages/ph/original/PH6173.jpg"
273845,"1994.254.488","[Lewis Preston, Bedford, New York]","Walker Evans","http://images.metmuseum.org/CRDImages/ph/original/PH6619.jpg"
273922,"1994.254.557","[Wedding Portrait: Margot Loines]","Walker Evans","http://images.metmuseum.org/CRDImages/ph/original/PH6688.jpg"
273923,"1994.254.558","[Wedding Portrait: Margot Loines]","Walker Evans","http://images.metmuseum.org/CRDImages/ph/original/PH6689.jpg"
273927,"1994.254.561","[Wedding Portrait: Margot Loines]","Walker Evans","http://images.metmuseum.org/CRDImages/ph/original/PH6692.jpg"
273930,"1994.254.564","[Wedding Portrait: Margot Loines]","Walker Evans","http://images.metmuseum.org/CRDImages/ph/original/PH6695.jpg"
273936,"1994.254.57","[Dorothy Bitter]","Walker Evans","http://images.metmuseum.org/CRDImages/ph/original/PH6188.jpg"
273941,"1994.254.574","[Wedding Portrait: Margot Loines]","Walker Evans","http://images.metmuseum.org/CRDImages/ph/original/PH6705.jpg"
273942,"1994.254.575","[Wedding Portrait: Margot Loines]","Walker Evans","http://images.metmuseum.org/CRDImages/ph/original/PH6706.jpg"
273945,"1994.254.578","[Wedding Portrait: Margot Loines]","Walker Evans","http://images.metmuseum.org/CRDImages/ph/original/PH6709.jpg"
273946,"1994.254.579","[Wedding Portrait: Margot Loines]","Walker Evans","http://images.metmuseum.org/CRDImages/ph/original/PH6710.jpg"
273947,"1994.254.58","[Ursula and Dorothy Bitter]","Walker Evans","http://images.metmuseum.org/CRDImages/ph/original/PH6189.jpg"
274535,"1994.255.209","[Seaman Posing for Portrait Aboard Ship: ""RUTH SHAW""]","Walker Evans","http://images.metmuseum.org/CRDImages/ph/original/PH1185.jpg"
274538,"1994.255.211","[Unidentified Woman Posing with Head Framed in Wooden Device]","Walker Evans","http://images.metmuseum.org/CRDImages/ph/original/PH1187.jpg"
274774,"1994.256.13","[South Seas: Female Portrait]","Walker Evans","http://images.metmuseum.org/CRDImages/ph/original/PH1753_1994.256.13.jpg"
275356,"1994.256.655","[Self-Portrait]","Walker Evans","http://images.metmuseum.org/CRDImages/ph/original/PH2010.jpg"
275373,"1994.256.73","[South Seas: Male Portrait]","Walker Evans","http://images.metmuseum.org/CRDImages/ph/original/PH1870_1994.256.73.jpg"
275402,"1994.257.1","[Lou Block]","Walker Evans","http://images.metmuseum.org/CRDImages/ph/original/PH2320.jpg"
